ClosePeriod,Entity,PostingDate,DocNo,DocType,Account,Amount,Currency,Text,FSLine,BSPLFlag,AccountName
2025-01,ENT01,16/01/2025,AR-INV-2025-0052,ARINV,477000,-1134.7119,EUR,Output VAT 21% AR-INV-2025-0052,VAT output,BS,VAT output (Output VAT 21%)
2025-01,ENT01,07/01/2025,AR-INV-2025-0053,ARINV,430000,13223.5455,EUR,AR invoice AR-INV-2025-0053 (total),Trade receivables,BS,Accounts Receivable
2025-01,ENT01,07/01/2025,AR-INV-2025-0053,ARINV,700000,-10928.55,EUR,SaaS revenue AR-INV-2025-0053,Revenue,PL,Subscription revenue
2025-01,ENT01,07/01/2025,AR-INV-2025-0053,ARINV,477000,-2294.9955,EUR,Output VAT 21% AR-INV-2025-0053,VAT output,BS,VAT output (Output VAT 21%)
2025-01,ENT01,03/01/2025,AR-INV-2025-0054,ARINV,430000,2338.1193,EUR,AR invoice AR-INV-2025-0054 (total),Trade receivables,BS,Accounts Receivable
2025-01,ENT01,03/01/2025,AR-INV-2025-0054,ARINV,700000,-1932.33,EUR,SaaS revenue AR-INV-2025-0054,Revenue,PL,Subscription revenue
2025-01,ENT01,03/01/2025,AR-INV-2025-0054,ARINV,477000,-405.7893,EUR,Output VAT 21% AR-INV-2025-0054,VAT output,BS,VAT output (Output VAT 21%)
2025-01,ENT01,06/01/2025,AR-INV-2025-0055,ARINV,430000,4917.3432,EUR,AR invoice AR-INV-2025-0055 (total),Trade receivables,BS,Accounts Receivable
2025-01,ENT01,06/01/2025,AR-INV-2025-0055,ARINV,700000,-4063.92,EUR,SaaS revenue AR-INV-2025-0055,Revenue,PL,Subscription revenue
2025-01,ENT01,06/01/2025,AR-INV-2025-0055,ARINV,477000,-853.4232,EUR,Output VAT 21% AR-INV-2025-0055,VAT output,BS,VAT output (Output VAT 21%)
2025-01,ENT01,08/01/2025,AR-INV-2025-0056,ARINV,430000,11483.7228,EUR,AR invoice AR-INV-2025-0056 (total),Trade receivables,BS,Accounts Receivable
2025-01,ENT01,08/01/2025,AR-INV-2025-0056,ARINV,700000,-9490.68,EUR,SaaS revenue AR-INV-2025-0056,Revenue,PL,Subscription revenue
2025-01,ENT01,08/01/2025,AR-INV-2025-0056,ARINV,477000,-1993.0428,EUR,Output VAT 21% AR-INV-2025-0056,VAT output,BS,VAT output (Output VAT 21%)
2025-01,ENT01,28/01/2025,AR-INV-2025-0057,ARINV,430000,2738.472,EUR,AR invoice AR-INV-2025-0057 (total),Trade receivables,BS,Accounts Receivable
2025-01,ENT01,28/01/2025,AR-INV-2025-0057,ARINV,700000,-2263.2,EUR,SaaS revenue AR-INV-2025-0057,Revenue,PL,Subscription revenue
2025-01,ENT01,28/01/2025,AR-INV-2025-0057,ARINV,477000,-475.272,EUR,Output VAT 21% AR-INV-2025-0057,VAT output,BS,VAT output (Output VAT 21%)
2025-01,ENT01,17/01/2025,AR-INV-2025-0058,ARINV,430000,10495.4916,EUR,AR invoice AR-INV-2025-0058 (total),Trade receivables,BS,Accounts Receivable
2025-01,ENT01,17/01/2025,AR-INV-2025-0058,ARINV,700000,-8673.96,EUR,SaaS revenue AR-INV-2025-0058,Revenue,PL,Subscription revenue
2025-01,ENT01,17/01/2025,AR-INV-2025-0058,ARINV,477000,-1821.5316,EUR,Output VAT 21% AR-INV-2025-0058,VAT output,BS,VAT output (Output VAT 21%)
2025-01,ENT01,28/01/2025,AR-INV-2025-0059,ARINV,430000,12602.9244,EUR,AR invoice AR-INV-2025-0059 (total),Trade receivables,BS,Accounts Receivable
2025-01,ENT01,28/01/2025,AR-INV-2025-0059,ARINV,700000,-10415.64,EUR,SaaS revenue AR-INV-2025-0059,Revenue,PL,Subscription revenue
2025-01,ENT01,28/01/2025,AR-INV-2025-0059,ARINV,477000,-2187.2844,EUR,Output VAT 21% AR-INV-2025-0059,VAT output,BS,VAT output (Output VAT 21%)
2025-01,ENT01,23/01/2025,AR-INV-2025-0060,ARINV,430000,7320.9477,EUR,AR invoice AR-INV-2025-0060 (total),Trade receivables,BS,Accounts Receivable
2025-01,ENT01,23/01/2025,AR-INV-2025-0060,ARINV,700000,-6050.37,EUR,SaaS revenue AR-INV-2025-0060,Revenue,PL,Subscription revenue
2025-01,ENT01,23/01/2025,AR-INV-2025-0060,ARINV,477000,-1270.5777,EUR,Output VAT 21% AR-INV-2025-0060,VAT output,BS,VAT output (Output VAT 21%)
2025-01,ENT01,15/01/2025,BNK-2025-0005,BNK,572000,7771.9026,EUR,Collection for AR-INV-2025-0038,Cash,BS,Cash - Bank
2025-01,ENT01,29/01/2025,BNK-2025-0001,BNK,430000,-20360.8911,EUR,"AR cleared for AR-INV-2025-0028, AR-INV-2025-0021",Trade receivables,BS,Accounts Receivable
2025-01,ENT01,15/01/2025,BNK-2025-0027,BNK,572000,6538.1019,EUR,Collection for AR-INV-2025-0052,Cash,BS,Cash - Bank
2025-01,ENT01,29/01/2025,BNK-2025-0002,BNK,430000,-21789.1917,EUR,"AR cleared for AR-INV-2025-0005, AR-INV-2025-0030",Trade receivables,BS,Accounts Receivable
2025-01,ENT01,15/01/2025,BNK-2025-0030,BNK,572000,7972.8231,EUR,Collection for AR-INV-2025-0012,Cash,BS,Cash - Bank
2025-01,ENT01,29/01/2025,BNK-2025-0003,BNK,430000,-9596.5584,EUR,"AR cleared for AR-INV-2025-0022, AR-INV-2025-0035",Trade receivables,BS,Accounts Receivable
2025-01,ENT01,15/01/2025,BNK-2025-0040,BNK,572000,12143.0397,EUR,Collection for AR-INV-2025-0011,Cash,BS,Cash - Bank
2025-01,ENT01,16/01/2025,BNK-2025-0004,BNK,430000,-4420.2633,EUR,"AR cleared for AR-INV-2025-0043, AR-INV-2025-0041",Trade receivables,BS,Accounts Receivable
2025-01,ENT01,15/01/2025,BNK-2025-0043,BNK,572000,11419.7259,EUR,Collection for AR-INV-2025-0010,Cash,BS,Cash - Bank
2025-01,ENT01,15/01/2025,BNK-2025-0005,BNK,430000,-7771.9026,EUR,AR cleared for AR-INV-2025-0038,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,15/01/2025,BNK-2025-0053,BNK,572000,-2659.7028,EUR,Cash paid for AP-BILL-2025-0016,Cash,BS,Cash - Bank
2025-01,ENT01,23/01/2025,BNK-2025-0006,BNK,430000,-5082.5445,EUR,AR cleared for AR-INV-2025-0013,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,16/01/2025,BNK-2025-0004,BNK,572000,4420.2633,EUR,"Collection for AR-INV-2025-0043, AR-INV-2025-0041",Cash,BS,Cash - Bank
2025-01,ENT01,30/01/2025,BNK-2025-0007,BNK,430000,-2338.1193,EUR,AR cleared for AR-INV-2025-0054,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,16/01/2025,BNK-2025-0010,BNK,572000,1836.5622,EUR,Collection for AR-INV-2025-0008,Cash,BS,Cash - Bank
2025-01,ENT01,22/01/2025,BNK-2025-0008,BNK,430000,-3451.3677,EUR,AR cleared for AR-INV-2025-0017,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,16/01/2025,BNK-2025-0022,BNK,572000,9577.2105,EUR,Collection for AR-INV-2025-0019,Cash,BS,Cash - Bank
2025-01,ENT01,31/01/2025,BNK-2025-0009,BNK,430000,-3309.9792,EUR,AR cleared for AR-INV-2025-0004,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,16/01/2025,BNK-2025-0026,BNK,572000,7158.723,EUR,Collection for AR-INV-2025-0036,Cash,BS,Cash - Bank
2025-01,ENT01,16/01/2025,BNK-2025-0010,BNK,430000,-1836.5622,EUR,AR cleared for AR-INV-2025-0008,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,16/01/2025,BNK-2025-0031,BNK,572000,9397.1262,EUR,Collection for AR-INV-2025-0016,Cash,BS,Cash - Bank
2025-01,ENT01,20/01/2025,BNK-2025-0011,BNK,430000,-11483.7228,EUR,AR cleared for AR-INV-2025-0056,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,16/01/2025,BNK-2025-0054,BNK,572000,-5153.9829,EUR,Cash paid for AP-BILL-2025-0005,Cash,BS,Cash - Bank
2025-01,ENT01,20/01/2025,BNK-2025-0012,BNK,430000,-2738.472,EUR,AR cleared for AR-INV-2025-0057,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,16/01/2025,PAY-2025-0001,PAY,572000,-9819.09,EUR,Payroll PAY-2025-0001 - paid,Cash,BS,Cash - Bank
2025-01,ENT01,20/01/2025,BNK-2025-0013,BNK,430000,-6545.5434,EUR,AR cleared for AR-INV-2025-0039,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,17/01/2025,BNK-2025-0016,BNK,572000,9852.546,EUR,Collection for AR-INV-2025-0033,Cash,BS,Cash - Bank
2025-01,ENT01,27/01/2025,BNK-2025-0014,BNK,430000,-1799.3547,EUR,AR cleared for AR-INV-2025-0001,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,17/01/2025,BNK-2025-0018,BNK,572000,5012.9019,EUR,Collection for AR-INV-2025-0032,Cash,BS,Cash - Bank
2025-01,ENT01,24/01/2025,BNK-2025-0015,BNK,430000,-10495.4916,EUR,AR cleared for AR-INV-2025-0058,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,17/01/2025,BNK-2025-0034,BNK,572000,2553.9228,EUR,Collection for AR-INV-2025-0040,Cash,BS,Cash - Bank
2025-01,ENT01,17/01/2025,BNK-2025-0016,BNK,430000,-9852.546,EUR,AR cleared for AR-INV-2025-0033,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,17/01/2025,BNK-2025-0041,BNK,572000,7320.9477,EUR,Collection for AR-INV-2025-0060,Cash,BS,Cash - Bank
2025-01,ENT01,23/01/2025,BNK-2025-0017,BNK,430000,-7648.3737,EUR,AR cleared for AR-INV-2025-0047,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,20/01/2025,BNK-2025-0011,BNK,572000,11483.7228,EUR,Collection for AR-INV-2025-0056,Cash,BS,Cash - Bank
2025-01,ENT01,17/01/2025,BNK-2025-0018,BNK,430000,-5012.9019,EUR,AR cleared for AR-INV-2025-0032,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,20/01/2025,BNK-2025-0012,BNK,572000,2738.472,EUR,Collection for AR-INV-2025-0057,Cash,BS,Cash - Bank
2025-01,ENT01,21/01/2025,BNK-2025-0019,BNK,430000,-5878.785,EUR,AR cleared for AR-INV-2025-0026,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,20/01/2025,BNK-2025-0013,BNK,572000,6545.5434,EUR,Collection for AR-INV-2025-0039,Cash,BS,Cash - Bank
2025-01,ENT01,24/01/2025,BNK-2025-0020,BNK,430000,-9137.5839,EUR,AR cleared for AR-INV-2025-0014,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,20/01/2025,BNK-2025-0021,BNK,572000,1916.9304,EUR,Collection for AR-INV-2025-0006,Cash,BS,Cash - Bank
2025-01,ENT01,20/01/2025,BNK-2025-0021,BNK,430000,-1916.9304,EUR,AR cleared for AR-INV-2025-0006,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,20/01/2025,BNK-2025-0033,BNK,572000,8862.8265,EUR,Collection for AR-INV-2025-0044,Cash,BS,Cash - Bank
2025-01,ENT01,16/01/2025,BNK-2025-0022,BNK,430000,-9577.2105,EUR,AR cleared for AR-INV-2025-0019,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,20/01/2025,BNK-2025-0038,BNK,572000,10008.8175,EUR,Collection for AR-INV-2025-0025,Cash,BS,Cash - Bank
2025-01,ENT01,24/01/2025,BNK-2025-0023,BNK,430000,-7639.4439,EUR,AR cleared for AR-INV-2025-0020,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,20/01/2025,BNK-2025-0046,BNK,572000,-2771.5836,EUR,"Cash paid for AP-BILL-2025-0001, AP-BILL-2025-0007",Cash,BS,Cash - Bank
2025-01,ENT01,31/01/2025,BNK-2025-0024,BNK,430000,-4917.3432,EUR,AR cleared for AR-INV-2025-0055,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,21/01/2025,BNK-2025-0019,BNK,572000,5878.785,EUR,Collection for AR-INV-2025-0026,Cash,BS,Cash - Bank
2025-01,ENT01,27/01/2025,BNK-2025-0025,BNK,430000,-12245.7324,EUR,AR cleared for AR-INV-2025-0031,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,21/01/2025,BNK-2025-0045,BNK,572000,10971.7476,EUR,Collection for AR-INV-2025-0042,Cash,BS,Cash - Bank
2025-01,ENT01,16/01/2025,BNK-2025-0026,BNK,430000,-7158.723,EUR,AR cleared for AR-INV-2025-0036,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,21/01/2025,BNK-2025-0049,BNK,572000,-4222.3071,EUR,Cash paid for AP-BILL-2025-0009,Cash,BS,Cash - Bank
2025-01,ENT01,15/01/2025,BNK-2025-0027,BNK,430000,-6538.1019,EUR,AR cleared for AR-INV-2025-0052,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,21/01/2025,BNK-2025-0052,BNK,572000,-4155.3336,EUR,Cash paid for AP-BILL-2025-0006,Cash,BS,Cash - Bank
2025-01,ENT01,29/01/2025,BNK-2025-0028,BNK,430000,-6521.7306,EUR,AR cleared for AR-INV-2025-0007,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,21/01/2025,BNK-2025-0057,BNK,572000,-3055.4799,EUR,Cash paid for AP-BILL-2025-0010,Cash,BS,Cash - Bank
2025-01,ENT01,27/01/2025,BNK-2025-0029,BNK,430000,-3548.1072,EUR,AR cleared for AR-INV-2025-0018,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,22/01/2025,BNK-2025-0008,BNK,572000,3451.3677,EUR,Collection for AR-INV-2025-0017,Cash,BS,Cash - Bank
2025-01,ENT01,15/01/2025,BNK-2025-0030,BNK,430000,-7972.8231,EUR,AR cleared for AR-INV-2025-0012,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,22/01/2025,BNK-2025-0062,BNK,572000,-9.84,EUR,Bank fee paid BNK-2025-0062,Cash,BS,Cash - Bank
2025-01,ENT01,16/01/2025,BNK-2025-0031,BNK,430000,-9397.1262,EUR,AR cleared for AR-INV-2025-0016,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,23/01/2025,BNK-2025-0006,BNK,572000,5082.5445,EUR,Collection for AR-INV-2025-0013,Cash,BS,Cash - Bank
2025-01,ENT01,31/01/2025,BNK-2025-0032,BNK,430000,-8338.9449,EUR,AR cleared for AR-INV-2025-0024,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,23/01/2025,BNK-2025-0017,BNK,572000,7648.3737,EUR,Collection for AR-INV-2025-0047,Cash,BS,Cash - Bank
2025-01,ENT01,20/01/2025,BNK-2025-0033,BNK,430000,-8862.8265,EUR,AR cleared for AR-INV-2025-0044,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,23/01/2025,BNK-2025-0035,BNK,572000,4226.9934,EUR,Collection for AR-INV-2025-0003,Cash,BS,Cash - Bank
2025-01,ENT01,17/01/2025,BNK-2025-0034,BNK,430000,-2553.9228,EUR,AR cleared for AR-INV-2025-0040,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,23/01/2025,BNK-2025-0039,BNK,572000,6863.8305,EUR,Collection for AR-INV-2025-0048,Cash,BS,Cash - Bank
2025-01,ENT01,23/01/2025,BNK-2025-0035,BNK,430000,-4226.9934,EUR,AR cleared for AR-INV-2025-0003,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,23/01/2025,BNK-2025-0042,BNK,572000,11637.0177,EUR,Collection for AR-INV-2025-0050,Cash,BS,Cash - Bank
2025-01,ENT01,24/01/2025,BNK-2025-0036,BNK,430000,-12274.4037,EUR,AR cleared for AR-INV-2025-0037,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,23/01/2025,BNK-2025-0044,BNK,572000,7596.2832,EUR,Collection for AR-INV-2025-0049,Cash,BS,Cash - Bank
2025-01,ENT01,24/01/2025,BNK-2025-0037,BNK,430000,-10928.5869,EUR,AR cleared for AR-INV-2025-0051,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,23/01/2025,BNK-2025-0056,BNK,572000,-4369.6488,EUR,Cash paid for AP-BILL-2025-0012,Cash,BS,Cash - Bank
2025-01,ENT01,20/01/2025,BNK-2025-0038,BNK,430000,-10008.8175,EUR,AR cleared for AR-INV-2025-0025,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,24/01/2025,BNK-2025-0015,BNK,572000,10495.4916,EUR,Collection for AR-INV-2025-0058,Cash,BS,Cash - Bank
2025-01,ENT01,23/01/2025,BNK-2025-0039,BNK,430000,-6863.8305,EUR,AR cleared for AR-INV-2025-0048,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,24/01/2025,BNK-2025-0020,BNK,572000,9137.5839,EUR,Collection for AR-INV-2025-0014,Cash,BS,Cash - Bank
2025-01,ENT01,15/01/2025,BNK-2025-0040,BNK,430000,-12143.0397,EUR,AR cleared for AR-INV-2025-0011,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,24/01/2025,BNK-2025-0023,BNK,572000,7639.4439,EUR,Collection for AR-INV-2025-0020,Cash,BS,Cash - Bank
2025-01,ENT01,17/01/2025,BNK-2025-0041,BNK,430000,-7320.9477,EUR,AR cleared for AR-INV-2025-0060,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,24/01/2025,BNK-2025-0036,BNK,572000,12274.4037,EUR,Collection for AR-INV-2025-0037,Cash,BS,Cash - Bank
2025-01,ENT01,23/01/2025,BNK-2025-0042,BNK,430000,-11637.0177,EUR,AR cleared for AR-INV-2025-0050,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,24/01/2025,BNK-2025-0037,BNK,572000,10928.5869,EUR,Collection for AR-INV-2025-0051,Cash,BS,Cash - Bank
2025-01,ENT01,15/01/2025,BNK-2025-0043,BNK,430000,-11419.7259,EUR,AR cleared for AR-INV-2025-0010,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,24/01/2025,BNK-2025-0051,BNK,572000,-2522.6685,EUR,Cash paid for AP-BILL-2025-0017,Cash,BS,Cash - Bank
2025-01,ENT01,23/01/2025,BNK-2025-0044,BNK,430000,-7596.2832,EUR,AR cleared for AR-INV-2025-0049,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,24/01/2025,BNK-2025-0058,BNK,572000,-30.75,EUR,Bank fee paid BNK-2025-0058,Cash,BS,Cash - Bank
2025-01,ENT01,21/01/2025,BNK-2025-0045,BNK,430000,-10971.7476,EUR,AR cleared for AR-INV-2025-0042,Trade receivables,BS,Accounts Receivable
2025-01,ENT01,21/01/2025,AP-BILL-2025-0001,APBILL,626000,1928.64,EUR,Vendor bill AP-BILL-2025-0001 (base),Opex,PL,IT & software expense
2025-01,ENT01,21/01/2025,AP-BILL-2025-0001,APBILL,472100,405.0144,EUR,Input VAT 21% AP-BILL-2025-0001,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,21/01/2025,AP-BILL-2025-0001,APBILL,410000,-2333.6544,EUR,AP created AP-BILL-2025-0001 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,24/01/2025,AP-BILL-2025-0002,APBILL,628000,3826.53,EUR,Vendor bill AP-BILL-2025-0002 (base),Bank fees,PL,Bank fees (operating)
2025-01,ENT01,24/01/2025,AP-BILL-2025-0002,APBILL,472100,803.5713,EUR,Input VAT 21% AP-BILL-2025-0002,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,24/01/2025,AP-BILL-2025-0002,APBILL,410000,-4630.1013,EUR,AP created AP-BILL-2025-0002 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,07/01/2025,AP-BILL-2025-0003,APBILL,626000,1447.71,EUR,Vendor bill AP-BILL-2025-0003 (base),Opex,PL,IT & software expense
2025-01,ENT01,07/01/2025,AP-BILL-2025-0003,APBILL,472100,304.0191,EUR,Input VAT 21% AP-BILL-2025-0003,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,07/01/2025,AP-BILL-2025-0003,APBILL,410000,-1751.7291,EUR,AP created AP-BILL-2025-0003 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,02/01/2025,AP-BILL-2025-0004,APBILL,628000,3409.56,EUR,Vendor bill AP-BILL-2025-0004 (base),Bank fees,PL,Bank fees (operating)
2025-01,ENT01,02/01/2025,AP-BILL-2025-0004,APBILL,472100,716.0076,EUR,Input VAT 21% AP-BILL-2025-0004,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,02/01/2025,AP-BILL-2025-0004,APBILL,410000,-4125.5676,EUR,AP created AP-BILL-2025-0004 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,02/01/2025,AP-BILL-2025-0005,APBILL,626000,4259.49,EUR,Vendor bill AP-BILL-2025-0005 (base),Opex,PL,IT & software expense
2025-01,ENT01,02/01/2025,AP-BILL-2025-0005,APBILL,472100,894.4929,EUR,Input VAT 21% AP-BILL-2025-0005,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,02/01/2025,AP-BILL-2025-0005,APBILL,410000,-5153.9829,EUR,AP created AP-BILL-2025-0005 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,02/01/2025,AP-BILL-2025-0006,APBILL,626000,3434.16,EUR,Vendor bill AP-BILL-2025-0006 (base),Opex,PL,IT & software expense
2025-01,ENT01,02/01/2025,AP-BILL-2025-0006,APBILL,472100,721.1736,EUR,Input VAT 21% AP-BILL-2025-0006,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,02/01/2025,AP-BILL-2025-0006,APBILL,410000,-4155.3336,EUR,AP created AP-BILL-2025-0006 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,23/01/2025,AP-BILL-2025-0007,APBILL,621000,1284.12,EUR,Vendor bill AP-BILL-2025-0007 (base),Opex,PL,Marketing & advertising expense
2025-01,ENT01,23/01/2025,AP-BILL-2025-0007,APBILL,472100,269.6652,EUR,Input VAT 21% AP-BILL-2025-0007,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,23/01/2025,AP-BILL-2025-0007,APBILL,410000,-1553.7852,EUR,AP created AP-BILL-2025-0007 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,23/01/2025,AP-BILL-2025-0008,APBILL,629000,895.44,EUR,Vendor bill AP-BILL-2025-0008 (base),Opex,PL,Other services expense
2025-01,ENT01,23/01/2025,AP-BILL-2025-0008,APBILL,472100,188.0424,EUR,Input VAT 21% AP-BILL-2025-0008,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,23/01/2025,AP-BILL-2025-0008,APBILL,410000,-1083.4824,EUR,AP created AP-BILL-2025-0008 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,03/01/2025,AP-BILL-2025-0009,APBILL,621000,3489.51,EUR,Vendor bill AP-BILL-2025-0009 (base),Opex,PL,Marketing & advertising expense
2025-01,ENT01,03/01/2025,AP-BILL-2025-0009,APBILL,472100,732.7971,EUR,Input VAT 21% AP-BILL-2025-0009,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,03/01/2025,AP-BILL-2025-0009,APBILL,410000,-4222.3071,EUR,AP created AP-BILL-2025-0009 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,10/01/2025,AP-BILL-2025-0010,APBILL,621000,2525.19,EUR,Vendor bill AP-BILL-2025-0010 (base),Opex,PL,Marketing & advertising expense
2025-01,ENT01,10/01/2025,AP-BILL-2025-0010,APBILL,472100,530.2899,EUR,Input VAT 21% AP-BILL-2025-0010,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,10/01/2025,AP-BILL-2025-0010,APBILL,410000,-3055.4799,EUR,AP created AP-BILL-2025-0010 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,27/01/2025,AP-BILL-2025-0011,APBILL,623000,1731.84,EUR,Vendor bill AP-BILL-2025-0011 (base),Opex,PL,Professional services expense
2025-01,ENT01,27/01/2025,AP-BILL-2025-0011,APBILL,472100,363.6864,EUR,Input VAT 21% AP-BILL-2025-0011,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,27/01/2025,AP-BILL-2025-0011,APBILL,410000,-2095.5264,EUR,AP created AP-BILL-2025-0011 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,02/01/2025,AP-BILL-2025-0012,APBILL,621000,3611.28,EUR,Vendor bill AP-BILL-2025-0012 (base),Opex,PL,Marketing & advertising expense
2025-01,ENT01,02/01/2025,AP-BILL-2025-0012,APBILL,472100,758.3688,EUR,Input VAT 21% AP-BILL-2025-0012,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,02/01/2025,AP-BILL-2025-0012,APBILL,410000,-4369.6488,EUR,AP created AP-BILL-2025-0012 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,27/01/2025,AP-BILL-2025-0013,APBILL,623000,3339.45,EUR,Vendor bill AP-BILL-2025-0013 (base),Opex,PL,Professional services expense
2025-01,ENT01,27/01/2025,AP-BILL-2025-0013,APBILL,472100,701.2845,EUR,Input VAT 21% AP-BILL-2025-0013,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,27/01/2025,AP-BILL-2025-0013,APBILL,410000,-4040.7345,EUR,AP created AP-BILL-2025-0013 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,13/01/2025,AP-BILL-2025-0014,APBILL,623000,1520.28,EUR,Vendor bill AP-BILL-2025-0014 (base),Opex,PL,Professional services expense
2025-01,ENT01,13/01/2025,AP-BILL-2025-0014,APBILL,472100,319.2588,EUR,Input VAT 21% AP-BILL-2025-0014,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,13/01/2025,AP-BILL-2025-0014,APBILL,410000,-1839.5388,EUR,AP created AP-BILL-2025-0014 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,15/01/2025,AP-BILL-2025-0015,APBILL,626000,1693.71,EUR,Vendor bill AP-BILL-2025-0015 (base),Opex,PL,IT & software expense
2025-01,ENT01,15/01/2025,AP-BILL-2025-0015,APBILL,472100,355.6791,EUR,Input VAT 21% AP-BILL-2025-0015,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,15/01/2025,AP-BILL-2025-0015,APBILL,410000,-2049.3891,EUR,AP created AP-BILL-2025-0015 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,07/01/2025,AP-BILL-2025-0016,APBILL,623000,3875.73,EUR,Vendor bill AP-BILL-2025-0016 (base),Opex,PL,Professional services expense
2025-01,ENT01,07/01/2025,AP-BILL-2025-0016,APBILL,472100,813.9033,EUR,Input VAT 21% AP-BILL-2025-0016,VAT receivable,BS,VAT recoverable (Input VAT 21%)
2025-01,ENT01,07/01/2025,AP-BILL-2025-0016,APBILL,410000,-4689.6333,EUR,AP created AP-BILL-2025-0016 (incl VAT),Trade payables,BS,Accounts Payable - Services/Accruals
2025-01,ENT01,21/01/2025,AP-BILL-2025-0017,APBILL,629000,2084.85,EUR,Vendor bill AP-BILL-2025-0017 (base),Opex,PL,Other services expense
